"","Year","LifeExpectancy","Alcohol","TotalExpenditure","HepatitisB","Measles","Polio","BMI","HIV/AIDS","GDP","Schooling","HDI_Income"
"310",2010,68.7,3.95,91,0,49.3,9,5.44,0.2,NA,0.643,13.8
"311",2009,68,3.87,93,0,48.6,92,5.76,0.2,NA,0.636,13.8
"312",2008,67.4,3.77,88,0,48,87,5,0.2,NA,0.632,14
"313",2007,66.8,3.47,84,0,47.3,85,4.96,0.2,NA,0.626,14.1
"314",2006,66.2,3.23,83,0,46.7,82,5.19,0.2,NA,0.625,14.3
"315",2005,65.7,2.86,85,0,46,84,5.67,0.2,NA,0.622,14.4
"316",2004,65.1,2.66,84,0,45.4,84,5.22,0.2,NA,0.62,14.6
"317",2003,64.5,2.37,8,0,44.7,82,5.3,0.2,NA,0.617,14.4
"318",2002,63.9,2.26,77,0,44,76,6.53,0.1,NA,0.61,14
"319",2001,63.3,2.2,77,0,43.3,71,6.31,0.1,NA,0.607,13.7
"320",2000,62.6,2.32,77,122,42.6,74,5.67,0.1,NA,0.6,13.3
"321",2015,77.4,NA,82,1677,55.8,74,NA,0.1,4574.9787,0.747,14.2
"322",2014,77.2,4.03,89,3000,55.3,86,9.57,0.1,5193.94932,0.742,14.2
"323",2013,77,4.12,91,0,54.7,87,9.46,0.1,535.86555,0.735,14.2
"324",2012,76.8,4.61,92,22,54.2,87,9.94,0.1,4716.673325,0.728,13.9
"325",2011,76.9,4.64,88,10,53.7,89,9.71,0.1,55.156834,0.711,13.4
"326",2010,76.4,4.54,89,45,53.1,9,9.58,0.1,4611.47298,0.717,13.3
"327",2009,76.1,4.75,9,22,52.6,9,9.64,0.1,4697.89732,0.716,13.3
"328",2008,76,5.13,88,8,52.1,92,8.58,0.1,575.31664,0.71,13.1
"329",2007,75.4,5.16,94,166,51.5,95,8.37,0.1,418.292176,0.703,12.9
"330",2006,75.7,4.82,9,17,51,91,8.28,0.1,344.321698,0.697,12.7
"331",2005,75,4.56,93,23,5.5,95,8.5,0.1,2968.41186,0,12.5
"332",2004,75.5,4.25,36,28,49.9,87,9.4,0.1,265.642661,0,12.3
"333",2003,75.2,4.14,NA,18,49.4,87,7.94,0.1,2214.732246,0,12.1
"334",2002,75.4,3.84,NA,28,48.8,86,7.1,0.1,1761.537647,0,11.9
"335",2001,74.9,3.85,NA,0,48.2,92,7.16,0.1,1524.41222,0,11.6
"336",2000,74.6,3.64,NA,43,47.6,87,7.9,0.1,1461.7552,0,0
"337",2015,65.7,NA,95,0,37.9,96,NA,2.2,6532.651,0.698,12.6
"338",2014,65.1,0.01,95,1,37.3,96,5.41,2.3,7497.762376,0.697,12.6
"339",2013,64.2,0.01,95,1,36.8,96,5.84,2.8,77.625783,0.693,12.6
"340",2012,63.4,0.01,95,7,36.2,96,6.27,4.4,729.231453,0.687,12.5
"341",2011,62.2,5.76,95,8,35.7,96,5.25,5.5,7645.21469,0.678,12.4
"342",2010,61.1,5.99,95,853,35.2,96,5.64,6.2,6346.15624,0.669,12.3
"343",2009,59.2,5.01,94,184,34.7,96,6.39,9,5185.729845,0.661,12.2
"344",2008,57.5,6.56,94,0,34.2,96,5.55,12.7,5623.379566,0.646,12.1
"345",2007,56.9,6.21,93,1,33.7,96,4.71,13.4,5714.47937,0.63,12.1
"346",2006,54.8,6.45,93,6,33.2,96,4.93,14.4,5374.554867,0.61,11.9
"347",2005,51.7,6.37,92,5,32.7,96,5.62,20.6,5351.253732,0.593,11.9
"348",2004,48.1,4.9,91,1,32.2,96,5.56,28.4,4896.583835,0.58,11.8
"349",2003,46.4,5.51,9,59,31.6,96,4.65,31.9,4163.6596,0.567,11.8
"350",2002,46,6.41,88,7,31.1,97,6.47,34.6,355.618382,0.558,11.9
"351",2001,46.7,5.48,87,1,3.5,97,5.73,37.2,3128.97793,0.56,11.8
"352",2000,47.8,5.37,86,2672,29.9,97,4.64,38.8,3349.68823,0.559,11.7
"353",2015,75,NA,96,214,56.1,98,NA,0.1,8757.2622,0.754,15.2
"354",2014,74.8,7.32,96,876,55.3,96,8.32,0.1,1226.61731,0.747,15.2
"355",2013,74.7,7.24,96,220,54.5,96,8.48,0.1,12216.9446,0.734,14.2
"356",2012,74.5,7.55,96,2,53.6,96,8.26,0.1,12291.46685,0.73,14.2
"357",2011,74.1,7.58,98,43,52.8,98,8.9,0.1,13167.47289,0.724,14
"358",2010,73.8,7.52,96,68,52,99,8.27,0.1,11224.1548,0.716,13.8
"359",2009,73.6,7.33,99,0,51.1,99,8.65,0.1,8553.3847,0.714,13.8
"360",2008,73.4,7.21,96,0,5.3,99,8.24,0.1,8787.61375,0.704,13.3
"361",2007,73.3,7.19,99,0,49.4,99,8.28,0.1,7313.557962,0.7,13.5
"362",2006,73,7.1,99,57,48.6,99,8.36,0.1,586.145975,0.698,13.8
"363",2005,72.7,6.97,98,6,47.8,99,8.27,0.1,477.182746,0.694,13.8
"364",2004,72,6.85,96,0,46.9,99,7.7,0.1,3623.47667,0.695,14
"365",2003,71.8,6.95,97,2,46.1,99,6.94,0.1,359.587582,0.699,14.8
"366",2002,71.4,7,92,1,45.3,99,7.13,0.1,2819.649531,0.692,14.6
"367",2001,71,7.13,91,1,44.5,99,7.19,0.1,3146.95177,0.685,14.3
"368",2000,75,7.26,94,36,43.7,99,7.3,0.1,3739.11936,0.677,14.1
"369",2015,77.7,NA,99,4,41.2,99,NA,0.1,3967.8951,0.864,14.9
"370",2014,77.6,0.01,99,1,4.2,99,2.65,0.1,4159.8652,0.863,15
"371",2013,77.1,0.01,98,0,39.2,99,2.61,0.1,44597.27968,0.86,14.9
"372",2012,78.3,0.01,99,1,38.2,99,2.3,0.1,47651.2599,0.852,14.4
"373",2011,77.4,0.97,93,4,37.2,99,2.25,0.1,4717.273,0.846,14.1
"374",2010,76.9,0.88,96,0,36.2,99,2.73,0.1,35268.1117,0.845,14.2
"375",2009,76.8,0.25,96,2,35.2,99,2.85,0.1,27965.4754,0.841,14.1
"376",2008,77.2,0.67,96,3,34.2,97,2.23,0.1,37951.286,0.84,14.2
"377",2007,76,0.85,97,0,33.2,95,2.32,0.1,32672.36717,0.84,14.3
"378",2006,76.3,0.67,99,0,32.2,94,2.24,0.1,398.96692,0.837,14.3
"379",2005,76.2,0.16,99,9,31.2,93,2.62,0.1,2612.13345,0.834,14.1
"380",2004,76.4,0.11,99,16,3.1,92,3.1,0.1,21896.6527,0.828,13.7
"381",2003,76,0.12,99,24,29.1,99,3.9,0.1,18555.56649,0.823,13.4
"382",2002,74.8,0.13,99,0,28,99,3.4,0.1,16846.2198,0.82,13.3
"383",2001,74.7,0.47,99,11,27,99,3.6,0.1,16468.12886,0.819,13.4
"384",2000,74.4,0.37,99,42,26.1,99,3.5,0.1,188.44826,0.818,13.4
"385",2015,74.5,NA,92,0,65.7,91,NA,0.1,6993.47736,0.792,15
"386",2014,74.3,12.03,95,0,65.1,88,8.44,0.1,7853.335191,0.787,14.8
"387",2013,74.1,12.06,95,14,64.5,95,7.93,0.1,7674.86559,0.781,14.4
"388",2012,73.9,10.99,95,1,63.9,95,7.11,0.1,7378.25539,0.778,14.3
"389",2011,73.7,10.67,96,157,63.3,95,6.88,0.1,7813.83499,0.775,14.2
"390",2010,73.4,10.8,95,22004,62.7,94,7.24,0.1,6843.263289,0.77,13.9
"391",2009,73.2,10.93,96,2249,62.1,94,6.78,0.1,6955.987733,0.768,13.8
"392",2008,72.9,10.98,96,1,61.5,96,6.61,0.1,7296.122479,0.761,13.8
"393",2007,72.6,10.89,95,1,6.9,95,6.41,0.1,5932.899677,0.755,13.5
"394",2006,72.2,10.39,96,1,6.3,96,6.67,0.1,4513.13628,0.75,13.5
"395",2005,72.1,10.48,96,3,59.7,97,7.8,0.1,3893.68998,0.745,13.5
"396",2004,72.2,10.96,94,0,59.1,94,7.9,0.1,3381.57837,0.738,13.3
"397",2003,72,11.19,96,0,58.6,96,7.43,0.1,271.46824,0.729,12.9
"398",2002,71.8,10.2,88,0,58.1,94,7.41,0.1,287.534843,0.723,12.9
"399",2001,71.6,10.72,93,8,57.5,94,7.23,0.1,1764.97387,0.713,12.9
"400",2000,71.1,9.69,94,46,57,94,6.7,0.1,169.28586,0.709,12.9
"401",2015,59.9,NA,91,99,19.4,91,NA,0.6,615.592225,0.399,7.7
"402",2014,59.3,0.01,91,343,18.8,91,4.96,0.6,75.1464113,0.398,7.7
"403",2013,59,4.64,88,375,18.2,89,5.91,0.7,699.452847,0.392,7.5
"404",2012,58.6,4.75,9,7362,17.7,9,5.33,0.8,673.8227,0.384,7.2
"405",2011,58.1,4.51,91,860,17.1,9,5.17,0.9,666.842783,0.377,6.7
"406",2010,57.5,4.55,91,2511,16.6,9,7.17,1,575.4464527,0.365,6.3
"407",2009,56.9,4.55,92,54118,16.1,91,7.41,1.1,552.7455521,0.356,5.9
"408",2008,56.1,4.5,93,395,15.6,92,6.77,1.5,569.7612784,0.345,5.4
"409",2007,55.3,4.58,89,12,15.1,93,6.63,1.7,475.11122,0.334,4.9
"410",2006,54.3,4.73,76,125,14.6,94,6.58,2,422.6332374,0.325,4.7
"411",2005,53.3,4.88,NA,253,14.2,94,6.87,2.3,46.998871,0,4.3
"412",2004,52.4,4.54,NA,77,13.7,83,6.45,2.5,371.323865,0,3.9
"413",2003,51.6,4.58,NA,2946,13.3,83,5.61,2.9,332.344351,0,3.8
"414",2002,51,4.53,NA,1744,12.9,69,5.26,3.2,26.7635413,0,3.6
"415",2001,56,4.56,NA,4174,12.5,62,4.85,3.6,235.4912324,0,3.5
"416",2000,51,3.71,NA,6074,12.2,45,5.6,4,226.4759814,0,3.4
"417",2015,59.6,NA,94,9,18.7,94,NA,0.7,33.681223,0.406,10.6
"418",2014,59.1,0.01,95,0,18.2,95,7.54,0.7,312.7489794,0.404,10.6
"419",2013,58.6,0.01,96,0,17.6,96,8.3,1,282.7555252,0.398,10.5
"420",2012,58,0.01,96,49,17.1,96,8.21,1.2,265.285651,0.393,10.3
"421",2011,57.4,4.16,96,129,16.6,95,8.58,1.5,26.479973,0.385,9.9
"422",2010,56.8,4.16,96,495,16.1,94,8.82,1.9,231.1943256,0.361,9.3
"423",2009,56.2,4.05,94,305,15.7,96,6.96,2.4,24.944652,0.336,8.6
"424",2008,55.3,4.33,92,173,15.2,89,7.86,2.9,196.2472628,0.319,7.9
"425",2007,54.8,4.54,99,43,14.8,93,1.3,3.4,17.79995,0.309,7.2
"426",2006,54.1,4.5,92,784,14.5,88,11.49,3.8,165.8794176,0.29,5.9
"427",2005,53.4,5.54,87,0,14.1,82,9.84,4.3,15.57434,0.286,5.6
"428",2004,52.6,5.72,83,2,13.8,76,7.1,4.8,127.4296648,0.279,5.2
"429",2003,51.9,5.84,NA,224,13.5,75,5.25,5.1,112.849373,0.276,4.7
"430",2002,51.5,5.98,NA,1016,13.3,74,5.15,5.2,122.4335893,0.268,4.4
"431",2001,51.3,6.09,NA,0,13,72,4.96,5.3,133.7427689,0.268,4.5
"432",2000,58,6.61,NA,18363,12.8,71,4.98,5.2,135.9984455,0.268,4.5
"433",2015,53.3,NA,83,65,28,81,NA,1.9,NA,NA,NA
"434",2014,52.8,0.01,76,50,27.4,76,5.72,2,NA,NA,NA
"435",2013,52.3,3.15,8,48,26.8,79,5.81,2.4,NA,NA,NA
"436",2012,52,3.24,82,137,26.2,83,6.14,2.9,NA,NA,NA
"437",2011,51.7,3.13,62,628,25.6,58,6.42,3.3,NA,NA,NA
"438",2010,51.5,3.15,85,441,25,81,6.32,3.3,NA,NA,NA
"439",2009,51,2.92,81,183,24.4,77,6.41,3.7,NA,NA,NA
"440",2008,54,2.69,74,12,23.8,58,6.21,4.1,NA,NA,NA
"441",2007,49.9,2.58,76,5,23.2,75,6.35,5.3,NA,NA,NA
"442",2006,49.4,2.65,77,11,22.6,76,5.87,5.8,NA,NA,NA
"443",2005,48.7,3.11,76,115,22.1,87,5.39,6.1,NA,NA,NA
"444",2004,48.2,3.08,67,3466,21.5,76,5.24,6.5,NA,NA,NA
"445",2003,48,3.12,63,4770,2.9,68,4.65,6.7,NA,NA,NA
"446",2002,47.7,3.13,48,5882,2.4,7,4.47,6.9,NA,NA,NA
"447",2001,47.8,3.15,1,5790,19.9,7,4.85,7,NA,NA,NA
"448",2000,47.9,3.45,NA,5729,19.4,66,6,7.1,NA,NA,NA
"449",2015,73.3,NA,96,0,31.3,93,NA,0.2,2954.119467,0.646,13.5
"450",2014,73,0.01,97,0,3.5,95,4.76,0.2,3529.61843,0.643,13.5
"451",2013,72.8,0.01,94,0,29.7,93,4.29,0.2,3558.796314,0.643,13.6
"452",2012,72.7,0.01,94,0,29,94,4.61,0.3,348.482762,0.636,13.2
"453",2011,72.6,5.07,9,0,28.2,9,4.6,0.3,367.429453,0.632,13.1
"454",2010,72.5,4.75,98,0,27.5,99,4.83,0.4,3312.825985,0.627,12.7
"455",2009,72.4,4.45,98,0,26.8,99,4.24,0.4,3444.5566,0.621,12.4
"456",2008,72.4,4.16,98,0,26.2,99,3.96,0.4,3638.95946,0.615,12.2
"457",2007,72.3,5.28,96,0,25.5,98,4.3,0.6,3112.285712,0.602,11.9
"458",2006,72.1,4.25,95,0,24.9,97,5.11,0.6,234.28992,0.596,11.9
"459",2005,71.8,4.26,93,0,24.3,95,4.86,0.8,248.13459,0.582,11.2
"460",2004,71.4,4.19,91,0,23.7,94,5.6,0.8,1976.45856,0.574,11.1
"461",2003,71.1,4.16,66,0,23.2,93,5,0.9,1768.92132,0.572,11.3
"462",2002,77,3.82,4,0,22.6,92,5.17,0.8,1373.515636,0.569,11.3
"463",2001,73,3.81,NA,0,22.1,91,5.19,0.8,1268.884564,0.562,11
"464",2000,69.9,3.49,NA,2,21.5,9,4.81,0.8,1239.377855,0,11.3
"465",2015,68.7,NA,89,0,19.6,87,NA,0.2,1163.18977,0.558,10.9
"466",2014,68.3,0.01,88,0,18.9,87,5.68,0.2,198.687123,0.553,10.9
"467",2013,67.8,0.01,83,0,18.2,66,5.93,0.2,128.419568,0.546,10.8
"468",2012,67.4,0.01,86,15,17.6,84,6.24,0.3,95.244132,0.54,10.7
"469",2011,67,2.12,88,722,17,87,5.64,0.3,882.491462,0.533,10.7
"470",2010,66.6,2.2,89,1156,16.4,88,5.95,0.5,785.6928841,0.519,10.6
"471",2009,66.1,2.13,92,4779,15.9,95,6.36,0.6,738.2326684,0.52,10.5
"472",2008,65.6,2.24,91,4211,15.3,91,5.55,0.7,745.7877873,0.511,10.5
"473",2007,65,2.08,82,394,14.8,82,3.75,0.9,631.675789,0.495,10.3
"474",2006,64.1,2.03,8,188,14.3,8,4.48,1.1,539.8791529,0.483,10.1
"475",2005,62.9,1.99,NA,264,13.9,82,5.84,1.4,474.2238766,0.47,10
"476",2004,61.5,1.38,NA,352,13.5,86,6.43,1.7,48.615184,0.458,9.7
"477",2003,63,1.44,NA,653,13.1,69,6.74,1.9,362.4213785,0.445,9.3
"478",2002,59.3,1.43,NA,1361,12.8,54,5.95,2.1,339.676984,0.427,8.2
"479",2001,58.5,1.71,NA,3761,12.4,59,5.7,2.2,321.22634,0.412,7.6
"480",2000,57.7,1.51,NA,12237,12.1,62,5.87,2.1,3.685949,0.401,7.2
"481",2015,57.3,NA,84,1809,29,83,NA,3.5,1244.429421,0.514,10.4
"482",2014,56.7,0.01,87,831,28.4,86,4.1,3.7,1441.1417,0.507,10.4
"483",2013,56.4,0.01,89,760,27.8,88,4.29,4,1365.34419,0.501,10.4
"484",2012,55.9,0.01,85,609,27.2,85,4.34,4.6,1255.648189,0.496,10.4
"485",2011,55.6,6.19,82,504,26.6,8,3.96,4.9,1295.649726,0.486,10
"486",2010,55.3,6.15,84,240,26,83,5.28,5.5,1182.869227,0.48,9.7
"487",2009,54.8,5.89,8,251,25.4,79,5.7,6.3,123.19538,0.473,9.2
"488",2008,54.2,5.9,84,495,24.9,82,5.18,6.7,1233.524316,0.466,8.8
"489",2007,53.6,5.44,82,100,24.4,81,4.76,7,111.71186,0.456,8
"490",2006,53.3,5.22,81,196,23.8,78,4.69,7.2,12.989164,0.456,8.2
"491",2005,52.8,5.03,79,605,23.3,79,4.75,7.4,952.1872484,0.456,8.3
"492",2004,52.1,4.71,NA,358,22.8,72,4.73,7.5,93.211716,0.455,8.2
"493",2003,51.8,4.64,NA,899,22.3,72,4.97,7.7,824.8689393,0.452,8.1
"494",2002,51.6,4.58,NA,1448,21.8,66,4.86,7.8,676.397661,0.452,8.4
"495",2001,51.5,4.43,NA,23934,21.3,61,4.7,7.9,614.6729339,0.437,7.1
"496",2000,51.4,3.91,NA,14629,2.9,57,4.48,7.7,68.414399,0.433,6.9
"497",2015,82.2,NA,55,195,67,91,NA,0.1,43315.744,0.919,16.3
"498",2014,82,8.1,55,418,66.4,91,1.45,0.1,544.43376,0.912,15.9
"499",2013,81.8,8.2,55,83,65.8,91,1.67,0.1,52413.72116,0.909,15.9
"500",2012,81.6,8.3,7,10,65.3,99,1.78,0.1,52496.69487,0.907,15.9
"501",2011,81.5,8.2,7,803,64.7,87,1.82,0.1,5282.2176,0.903,15.9
"502",2010,81.2,8.4,56,99,64.1,88,11.2,0.1,47447.4762,0.898,15.9
"503",2009,81,8.4,42,14,63.6,89,11.17,0.1,4773.45436,0.898,15.9
"504",2008,87,8.3,28,62,63,89,1.3,0.1,46596.33599,0.897,15.8
"505",2007,85,8.3,14,101,62.5,9,9.83,0.1,44544.5268,0.894,15.8
"506",2006,85,8.2,14,13,61.9,95,9.75,0.1,4386.69948,0.891,15.8
"507",2005,81,8,14,6,61.3,93,9.57,0.1,36189.58838,0.886,15.8
"508",2004,80,7.8,14,7,6.6,91,9.56,0.1,31979.87195,0.881,15.8
"509",2003,79.7,7.7,14,15,6,88,9.54,0.1,28172.14883,0.877,15.8
"510",2002,79.5,7.7,NA,6,59.3,88,9.37,0.1,24167.8431,0.872,15.8
"511",2001,79.4,7.6,NA,34,58.5,88,9.1,0.1,23691.59472,0.867,15.8
"512",2000,79.1,7.6,NA,206,57.8,88,8.67,0.1,24124.16917,0.864,15.9
"513",2015,52.5,NA,47,150,22.7,47,NA,4.4,348.381417,0.347,7.1
"514",2014,58,0.01,47,210,22.1,47,4.2,4.5,377.132274,0.345,7.1
"515",2013,49.9,0.01,23,596,21.6,23,3.82,5.1,337.4849614,0.37,7.1
"516",2012,53,0.01,47,141,21.2,47,3.62,5.1,486.41114,0.366,7.1
"517",2011,49.8,1.66,47,679,2.7,47,3.73,5.8,494.336779,0.361,6.8
"518",2010,49.2,1.67,45,2,2.2,46,3.9,6.6,446.4434494,0.352,6.6
"519",2009,48.6,1.56,42,11,19.8,45,3.58,7.3,449.961839,0.345,6.4
"520",2008,47.6,1.52,NA,12,19.4,46,4.3,8.3,456.8614334,0.338,6.3
"521",2007,46.8,1.5,NA,49,19,46,4.4,9,397.148467,0.33,6.2
"522",2006,46.3,1.54,NA,3,18.6,47,3.99,10,347.673678,0.323,6
"523",2005,45.9,1.5,NA,471,18.2,47,4.29,11.2,327.1149461,0.319,5.9
"524",2004,45.7,1.5,NA,1233,17.9,45,4.1,12,313.21598,0.315,5.7
"525",2003,45.7,1.49,NA,652,17.5,44,4.31,12.8,286.25819,0.316,5.6
"526",2002,45.6,1.47,NA,938,17.2,42,4.16,13.4,253.768343,0.315,5.4
"527",2001,45.6,1.52,NA,2837,16.8,4,3.95,13.9,243.1586486,0.314,5.3
"528",2000,46,1.51,NA,3207,16.5,38,4.24,14.3,243.5429317,0.312,5.2
"529",2015,53.1,NA,46,418,19.1,52,NA,2.8,777.248751,0.394,7.3
"530",2014,52.6,0.01,37,1275,18.7,44,3.62,2.9,125.998515,0.39,7.3
"531",2013,52.2,0.64,39,226,18.2,46,3.42,3.1,986.13177,0.387,7.3
"532",2012,51.8,0.62,4,120,17.9,51,3,3.6,973.472574,0.381,7.3
"533",2011,51.6,0.56,33,8650,17.5,4,3.17,3.9,989.2363633,0.37,6.7
"534",2010,51.2,0.5,39,194,17.1,43,2.95,4.1,896.5697341,0.36,6.7
"535",2009,57,0.47,24,165,16.7,32,3.31,4.4,84.455939,0.343,6.3
"536",2008,49.6,0.45,17,63,16.4,3,2.92,4.7,929.772391,0.338,6
"537",2007,49.4,0.42,NA,441,16.1,38,3.35,4.9,81.683884,0.306,5.7
"538",2006,48.5,0.41,NA,1594,15.7,49,3.32,5.1,712.1847694,0.303,5.5
"539",2005,48.6,0.42,NA,2,15.4,37,3.91,5.2,66.2421396,0.306,5.6
"540",2004,48.5,0.34,NA,10324,15.1,31,5.72,5.2,454.6765879,0.301,5.6
"541",2003,48.4,0.42,NA,15801,14.8,36,5.49,5.1,292.5914364,0.284,5.4
"542",2002,48.1,0.36,NA,7277,14.4,31,8.33,5,22.854821,0.303,5.1
"543",2001,48,0.3,NA,24908,14.1,26,6.9,4.8,197.3156442,0.3,4.9
"544",2000,47.6,0.25,NA,3546,13.9,3,6.28,4.6,166.231785,0,4.7
"545",2015,85,NA,97,9,63.8,96,NA,0.1,13653.2264,0.845,16.3
"546",2014,83,7.16,95,0,63.1,95,7.79,0.1,14817.37778,0.841,16.2
"547",2013,81,7.2,9,0,62.5,9,7.53,0.1,15941.39722,0.831,15.6
"548",2012,79.9,6.76,9,0,61.8,9,7.24,0.1,15431.9293,0.826,15.5
"549",2011,79.8,7.26,94,6,61.2,93,7,0.1,1475.69242,0.82,15.4
"550",2010,79.1,7.93,92,0,6.6,92,6.97,0.1,1286.17764,0.815,15.2
"551",2009,79.3,7.67,94,1,59.9,94,7.39,0.1,1243.32824,0.816,15.3
"552",2008,79.6,7.31,95,0,59.3,95,6.87,0.1,1781.3668,0.804,15.2
"553",2007,78.9,7.39,92,0,58.7,95,6.35,0.1,1526.87746,0.797,14.8
"554",2006,78.9,7.33,95,0,58.1,94,6.18,0.1,9484.681227,0.796,14.9
"555",2005,78.4,7.57,NA,0,57.4,92,6.69,0.1,7615.3468,0.79,14.6
"556",2004,78,6.32,NA,0,56.8,94,6.93,0.1,621.828325,0.781,14.3
"557",2003,77.9,6.37,NA,1,56.1,96,7.34,0.1,4787.699532,0.775,14
"558",2002,77.8,6.06,NA,0,55.4,97,6.48,0.1,4463.545867,0.768,13.9
"559",2001,77.3,6.1,NA,0,54.7,96,6.51,0.1,4595.666327,0.761,13.7
"560",2000,77.3,6.24,NA,0,54,91,6.4,0.1,511.368479,0.755,13.5
"561",2015,76.1,NA,99,42361,32.9,99,NA,0.1,869.211938,0.734,13.5
"562",2014,75.8,5.78,99,52628,31.9,99,5.55,0.1,7683.5238,0.723,13.1
"563",2013,75.6,5.79,99,26883,3.9,99,5.39,0.1,777.77594,0.713,12.7
"564",2012,75.4,5.74,99,6183,3,99,5.26,0.1,6337.882993,0.703,12.4
"565",2011,75.2,5.63,99,9943,29,99,5.3,0.1,5633.79616,0.7,12.8
"566",2010,75,5.75,99,38159,28.1,99,4.89,0.1,456.512487,0.691,12.5
"567",2009,74.9,4.88,99,52461,27.3,99,5.8,0.1,3838.434292,0.682,12.2
"568",2008,74.5,4.27,95,131441,26.5,99,4.59,0.1,3471.247547,0.672,11.9
"569",2007,74.4,3.88,92,109023,25.7,94,4.32,0.1,2695.366223,0.659,11.4
"570",2006,74.2,3.28,91,99602,24.9,94,4.52,0.1,299.229676,0.646,11
"571",2005,73.9,2.92,84,124219,24.1,87,4.66,0.1,1753.4178,0.634,10.6
"572",2004,73.5,3.04,79,70549,23.4,87,4.72,0.1,158.668462,0.622,10.2
"573",2003,73.1,2.96,75,71879,22.6,87,4.82,0.1,1288.642924,0.61,9.9
"574",2002,72.7,2.91,7,58341,21.9,86,4.79,0.1,1148.5857,0.6,9.7
"575",2001,72.2,2.84,65,88962,21.2,86,4.56,0.1,153.1824,0.592,9.6
"576",2000,71.7,3.06,6,71093,2.5,86,4.6,0.1,959.372181,0.583,9.5
"577",2015,74.8,NA,91,1,57.9,91,NA,0.1,644.525556,0.724,13.6
"578",2014,74.6,4.38,9,0,57.2,9,7.2,0.1,7913.383432,0.72,13.6
"579",2013,74.4,4.41,91,1,56.4,91,6.84,0.1,83.5863,0.712,13.3
"580",2012,74.3,4.44,92,1,55.7,91,6.93,0.1,7884.984429,0.707,13.2
"581",2011,74.2,4.37,85,6,55,85,6.64,0.1,7227.73968,0.7,13
"582",2010,73.6,4.28,88,0,54.2,88,6.76,0.1,625.65544,0.695,12.8
"583",2009,73.6,4.34,92,0,53.5,92,7.1,0.1,5148.422113,0.691,12.4
"584",2008,73.5,4.45,92,0,52.8,92,6.62,0.1,5433.7245,0.683,12.2
"585",2007,73.5,4.66,93,0,52,93,6.25,0.1,4674.21961,0.675,11.9
"586",2006,73.1,4.53,93,0,51.3,94,6.11,0.1,379.78776,0.669,11.5
"587",2005,73.1,4.38,93,0,5.5,93,5.82,0.1,3386.256,0.658,11.1
"588",2004,72.8,4.26,89,0,49.8,89,5.37,0.1,274.249442,0.658,11.3
"589",2003,72.4,4.25,92,0,49,92,5.92,0.1,2246.257472,0.659,11.6
"590",2002,71.8,4.45,78,139,48.2,83,5.67,0.1,2355.725857,0.656,11.5
"591",2001,71.5,4.43,8,3,47.5,83,5.96,0.1,2395.856551,0.653,11.4
"592",2000,71.4,4.66,78,1,46.7,82,5.91,0.1,2472.197831,0.65,11.3
"593",2015,63.5,NA,91,0,24.2,92,NA,0.8,727.6463868,0.498,11.1
"594",2014,63.2,0.01,88,0,23.7,87,6.75,0.8,852.954379,0.497,11.1
"595",2013,62.9,0.01,88,0,23.2,85,6.51,0.8,834.341949,0.49,10.9
"596",2012,62.5,0.01,89,1,22.6,85,7.11,0.8,788.632653,0.484,10.8
"597",2011,62.2,0.12,83,3,22.1,85,6.1,0.2,829.7586885,0.479,10.6
"598",2010,61.8,0.15,74,0,21.6,82,5.82,0.1,769.1742883,0.476,10.5
"599",2009,61.3,0.17,83,1,21.1,84,3.82,0.1,778.5454199,0.465,10.3
"600",2008,61,0.12,81,0,2.6,81,5.13,0.1,795.97519,0.461,10.2
"601",2007,66,0.16,75,0,2.1,75,4.93,0.1,72.759313,0.459,10
"602",2006,63,0.25,69,85,19.6,69,4.57,0.1,648.38717,0.451,9.9
"603",2005,60,0.24,68,912,19.2,67,4.32,0.1,621.93372,0.434,9.7
"604",2004,59.8,0.27,77,0,18.8,73,3.96,0.1,616.4197236,0,9.5
"605",2003,59.6,0.26,28,0,18.4,8,3.65,0.1,544.566526,0,9.2
"606",2002,59.5,0.08,NA,0,18,98,3.39,0.1,433.2691451,0,8.8
"607",2001,59.5,0.08,NA,0,17.6,7,2.86,0.1,395.9319363,0,8.5
"608",2000,59.5,0.09,NA,0,17.3,7,3.56,0.1,375.8528566,0,8.2
"609",2015,64.7,NA,8,1359,27.4,8,NA,2.8,NA,0.59,11.1
"610",2014,64.2,0.01,9,71,26.8,9,5.15,3,NA,0.581,11.1
"611",2013,63.9,0.01,85,124,26.2,85,5.9,3,NA,0.576,11.1
"612",2012,63.7,0.01,62,260,25.6,61,3.98,3.3,NA,0.557,10.2
"613",2011,62.9,3.82,7,315,25,69,2.79,3.5,NA,0.558,10.7
"614",2010,62,3.53,74,4,24.5,72,2.29,3.8,NA,0.548,10.5
"615",2009,68,3.47,75,1,23.9,76,2.27,4,NA,0.545,10.3
"616",2008,59.4,2.58,73,2,23.3,77,2.9,4.3,NA,0.527,10
"617",2007,58.2,2.75,64,84,22.8,71,2.54,5,NA,0.517,9.8
"618",2006,56.9,2.25,NA,126,22.3,73,2.37,5.5,NA,0.507,9.6
"619",2005,55.3,2.03,NA,146,21.7,62,2.42,5.9,NA,0.496,9.4
"620",2004,54.1,2.58,NA,3524,21.2,67,2.56,6.3,NA,0.497,9.2
"621",2003,53.2,2.45,NA,3712,2.7,5,2.61,6.8,NA,0.492,9.4
